Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,name,platform,meta_score,user_score
4164,Castlevania: Dawn of Sorrow,DS,2005.0,Platform,Konami Digital Entertainment,0.37,0.04,0.03,0.04,0.47,Castlevania: Dawn of Sorrow,DS,89.0,8.5
4171,WWE SmackDown vs. Raw 2011,Wii,2010.0,Fighting,THQ,0.3,0.13,0.0,0.04,0.47,WWE SmackDown vs. Raw 2011,Wii,72.0,7.6
4182,"Warhammer 40,000: Dawn of War II",PC,2009.0,Strategy,THQ,0.0,0.45,0.0,0.02,0.47,"Warhammer 40,000: Dawn of War II",PC,85.0,8.1
4183,Crazy Taxi: Fare Wars,PSP,2007.0,Racing,Sega,0.1,0.22,0.02,0.12,0.47,Crazy Taxi: Fare Wars,PSP,64.0,7.0
4185,Spider-Man 3,DS,2007.0,Platform,Activision,0.41,0.02,0.0,0.04,0.47,Spider-Man 3,DS,79.0,6.6
4193,Boom Blox Bash Party,Wii,2009.0,Puzzle,Electronic Arts,0.34,0.09,0.0,0.04,0.47,Boom Blox Bash Party,Wii,86.0,7.8
4194,The Sims 3: Ambitions,PC,2010.0,Simulation,Electronic Arts,0.0,0.29,0.0,0.18,0.47,The Sims 3: Ambitions,PC,74.0,7.1
4201,Tiger Woods PGA Tour 07,Wii,,Sports,Electronic Arts,0.43,0.0,0.0,0.04,0.47,Tiger Woods PGA Tour 07,Wii,71.0,6.9
4205,Spider-Man: Friend or Foe,DS,2007.0,Action,Activision,0.43,0.0,0.0,0.04,0.47,Spider-Man: Friend or Foe,DS,55.0,7.4
4228,The Legend of Spyro: Dawn of the Dragon,DS,2008.0,Platform,Vivendi Games,0.26,0.15,0.0,0.05,0.46,The Legend of Spyro: Dawn of the Dragon,DS,57.0,5.4
4237,Crash of the Titans,Wii,2007.0,Action,Vivendi Games,0.4,0.03,0.0,0.04,0.46,Crash of the Titans,Wii,69.0,6.3
4241,Syphon Filter: Logan's Shadow,PSP,2007.0,Shooter,Sony Computer Entertainment,0.25,0.12,0.0,0.09,0.46,Syphon Filter: Logan's Shadow,PSP,85.0,8.0
4246,Wolfenstein: The New Order,PC,2014.0,Shooter,Bethesda Softworks,0.12,0.29,0.0,0.05,0.46,Wolfenstein: The New Order,PC,81.0,8.2
4249,Art Academy: Lessons for Everyone,3DS,2012.0,Action,Nintendo,0.2,0.03,0.21,0.02,0.46,Art Academy: Lessons for Everyone,3DS,81.0,7.5
4250,Sid Meier's Civilization Revolution,DS,2008.0,Strategy,Take-Two Interactive,0.38,0.03,0.02,0.04,0.46,Sid Meier's Civilization Revolution,DS,80.0,7.8
4251,ATV Offroad Fury Pro,PSP,2006.0,Racing,Sony Computer Entertainment,0.37,0.04,0.0,0.05,0.46,ATV Offroad Fury Pro,PSP,76.0,7.5
4263,Mario & Sonic at the Rio 2016 Olympic Games,3DS,2016.0,Action,Nintendo,0.04,0.16,0.24,0.01,0.46,Mario & Sonic at the Rio 2016 Olympic Games,3DS,60.0,6.9
4276,Bleach: The Blade of Fate,DS,2006.0,Fighting,Sega,0.3,0.01,0.12,0.03,0.46,Bleach: The Blade of Fate,DS,83.0,7.4
4278,LEGO Rock Band,DS,2009.0,Misc,Warner Bros. Interactive Entertainment,0.33,0.09,0.0,0.04,0.46,LEGO Rock Band,DS,80.0,7.9
4284,Tomb Raider: Legend,PSP,2006.0,Action,Eidos Interactive,0.09,0.24,0.0,0.12,0.46,Tomb Raider: Legend,PSP,67.0,8.0
4292,Burnout Dominator,PSP,2007.0,Racing,Electronic Arts,0.02,0.38,0.01,0.06,0.46,Burnout Dominator,PSP,76.0,7.9
4304,Disney Guilty Party,Wii,2010.0,Misc,Disney Interactive Studios,0.43,0.0,0.0,0.03,0.46,Disney Guilty Party,Wii,78.0,8.0
4312,Dynasty Warriors: Strikeforce,PSP,2009.0,Action,Ubisoft Annecy,0.03,0.03,0.38,0.02,0.45,Dynasty Warriors: Strikeforce,PSP,65.0,6.7
4322,Crash: Mind Over Mutant,Wii,2008.0,Platform,Vivendi Games,0.36,0.06,0.0,0.03,0.45,Crash: Mind Over Mutant,Wii,70.0,6.3
4325,The New York Times Crosswords,DS,2007.0,Puzzle,Majesco Entertainment,0.42,0.0,0.0,0.03,0.45,The New York Times Crosswords,DS,79.0,6.7
4333,Brain Challenge,DS,2008.0,Misc,Ubisoft,0.41,0.01,0.0,0.03,0.45,Brain Challenge,DS,68.0,7.4
4335,Watch Dogs,PC,2014.0,Action,Ubisoft,0.14,0.26,0.0,0.05,0.45,Watch Dogs,PC,77.0,6.1
4347,Thrillville: Off the Rails,Wii,2007.0,Strategy,LucasArts,0.39,0.02,0.0,0.03,0.45,Thrillville: Off the Rails,Wii,70.0,3.2
4361,Samurai Warriors 3,Wii,2009.0,Action,Nintendo,0.1,0.02,0.32,0.01,0.45,Samurai Warriors 3,Wii,55.0,7.6
4376,Band Hero,DS,2009.0,Misc,Activision,0.21,0.19,0.0,0.05,0.45,Band Hero,DS,65.0,6.3
4384,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,2010.0,Shooter,Sony Computer Entertainment,0.17,0.13,0.06,0.08,0.45,SOCOM: U.S. Navy SEALs Fireteam Bravo 3,PSP,74.0,8.0
4393,Worms: Open Warfare 2,PSP,2007.0,Strategy,THQ,0.04,0.26,0.0,0.14,0.45,Worms: Open Warfare 2,PSP,80.0,8.2
4397,Dragon Quest Heroes: Rocket Slime,DS,2005.0,Action,Square Enix,0.13,0.0,0.31,0.01,0.45,Dragon Quest Heroes: Rocket Slime,DS,83.0,7.8
4403,Celebrity Sports Showdown,Wii,2008.0,Sports,Electronic Arts,0.18,0.22,0.0,0.05,0.45,Celebrity Sports Showdown,Wii,50.0,5.0
4420,TouchMaster 3,DS,2009.0,Puzzle,Warner Bros. Interactive Entertainment,0.3,0.11,0.0,0.04,0.44,TouchMaster 3,DS,68.0,
4425,Food Network: Cook or Be Cooked,Wii,2009.0,Misc,Namco Bandai Games,0.41,0.0,0.0,0.03,0.44,Food Network: Cook or Be Cooked,Wii,53.0,6.8
4447,My Spanish Coach,DS,2007.0,Misc,Ubisoft,0.4,0.01,0.0,0.03,0.44,My Spanish Coach,DS,73.0,
4490,Dragon Ball Z: Shin Budokai - Another Road,PSP,2007.0,Fighting,Atari,0.19,0.09,0.08,0.07,0.44,Dragon Ball Z: Shin Budokai - Another Road,PSP,65.0,8.2
4491,Master of Illusion,DS,2006.0,Puzzle,Nintendo,0.16,0.0,0.26,0.01,0.44,Master of Illusion,DS,69.0,
4496,Tetris Axis,3DS,2011.0,Puzzle,Tetris Online,0.2,0.13,0.06,0.03,0.43,Tetris Axis,3DS,74.0,7.1
4511,Overwatch,PC,2016.0,Shooter,Activision,0.22,0.18,0.0,0.04,0.43,Overwatch,PC,91.0,6.4
4513,NBA Jam,Wii,2010.0,Sports,Electronic Arts,0.38,0.03,0.0,0.03,0.43,NBA Jam,Wii,79.0,8.6
4521,Rune Factory 3: A Fantasy Harvest Moon,DS,2009.0,Role-Playing,Rising Star Games,0.28,0.03,0.1,0.02,0.43,Rune Factory 3: A Fantasy Harvest Moon,DS,77.0,8.4
4525,2010 FIFA World Cup South Africa,Wii,2010.0,Sports,Electronic Arts,0.23,0.15,0.01,0.04,0.43,2010 FIFA World Cup South Africa,Wii,70.0,6.8
4535,Max Payne 3,PC,2012.0,Shooter,Take-Two Interactive,0.15,0.22,0.0,0.06,0.43,Max Payne 3,PC,87.0,7.8
4537,Castlevania: Portrait of Ruin,DS,2006.0,Platform,Konami Digital Entertainment,0.33,0.03,0.04,0.03,0.43,Castlevania: Portrait of Ruin,DS,85.0,8.3
4538,NHL Slapshot,Wii,,Sports,Unknown,0.4,0.0,0.0,0.02,0.43,NHL Slapshot,Wii,76.0,8.5
4547,Tales of the World: Radiant Mythology,PSP,2006.0,Role-Playing,Ubisoft,0.17,0.01,0.23,0.02,0.43,Tales of the World: Radiant Mythology,PSP,66.0,7.5
4550,Microsoft Flight Simulator X,PC,2006.0,Simulation,Microsoft Game Studios,0.02,0.34,0.0,0.07,0.43,Microsoft Flight Simulator X,PC,80.0,7.3
4553,NASCAR Kart Racing,Wii,2009.0,Racing,Electronic Arts,0.39,0.0,0.0,0.03,0.43,NASCAR Kart Racing,Wii,70.0,8.1
4567,Juiced: Eliminator,PSP,2006.0,Racing,THQ,0.11,0.2,0.0,0.12,0.43,Juiced: Eliminator,PSP,65.0,8.4
4568,Naruto: Ninja Council 3,DS,2006.0,Action,D3Publisher,0.39,0.0,0.0,0.03,0.42,Naruto: Ninja Council 3,DS,56.0,6.5
4574,Valkyrie Profile: Covenant of the Plume,DS,2008.0,Role-Playing,Square Enix,0.23,0.02,0.16,0.02,0.42,Valkyrie Profile: Covenant of the Plume,DS,74.0,7.3
4591,Crash: Mind Over Mutant,DS,2008.0,Platform,Vivendi Games,0.39,0.0,0.0,0.03,0.42,Crash: Mind Over Mutant,DS,45.0,5.7
4592,Medal of Honor Heroes 2,Wii,2007.0,Shooter,Electronic Arts,0.34,0.04,0.01,0.04,0.42,Medal of Honor Heroes 2,Wii,73.0,7.5
4608,NiGHTS: Journey of Dreams,Wii,2007.0,Platform,Sega,0.33,0.03,0.04,0.03,0.42,NiGHTS: Journey of Dreams,Wii,69.0,8.6
4615,NBA Live 06,PSP,2005.0,Sports,Electronic Arts,0.39,0.0,0.0,0.03,0.42,NBA Live 06,PSP,80.0,7.6
4621,Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,0.2,0.08,0.12,0.03,0.42,Ghost Trick: Phantom Detective,DS,83.0,9.6
4655,Zack & Wiki: Quest for Barbaros' Treasure,Wii,2007.0,Adventure,Nintendo,0.18,0.17,0.03,0.04,0.42,Zack & Wiki: Quest for Barbaros' Treasure,Wii,87.0,8.4
4662,Fishing Resort,Wii,2011.0,Sports,Namco Bandai Games,0.16,0.0,0.25,0.01,0.42,Fishing Resort,Wii,69.0,7.8
4670,Castlevania: The Dracula X Chronicles,PSP,2007.0,Platform,Konami Digital Entertainment,0.22,0.09,0.04,0.07,0.42,Castlevania: The Dracula X Chronicles,PSP,80.0,8.3
4678,Ghostbusters: The Video Game,DS,2009.0,Action,Atari,0.26,0.12,0.0,0.04,0.41,Ghostbusters: The Video Game,DS,55.0,6.1
4679,Attack on Titan: Humanity in Chains,3DS,2013.0,Action,Screenlife,0.0,0.0,0.41,0.0,0.41,Attack on Titan: Humanity in Chains,3DS,46.0,4.4
4685,TERA,PC,,Role-Playing,Unknown,0.24,0.12,0.0,0.05,0.41,TERA,PC,77.0,6.8
4691,BioShock,PC,2007.0,Shooter,Take-Two Interactive,0.01,0.39,0.0,0.02,0.41,BioShock,PC,96.0,8.6
4705,James Patterson Women's Murder Club: Games of Passion,DS,2009.0,Adventure,THQ,0.15,0.22,0.0,0.05,0.41,James Patterson Women's Murder Club: Games of Passion,DS,53.0,
4709,Castlevania: Order of Ecclesia,DS,2008.0,Platform,Konami Digital Entertainment,0.31,0.03,0.04,0.03,0.41,Castlevania: Order of Ecclesia,DS,85.0,8.5
4712,300: March to Glory,PSP,2007.0,Action,Warner Bros. Interactive Entertainment,0.27,0.08,0.0,0.06,0.41,300: March to Glory,PSP,55.0,5.8
4715,Six Flags Fun Park,Wii,2009.0,Misc,Ubisoft,0.28,0.1,0.0,0.04,0.41,Six Flags Fun Park,Wii,43.0,7.1
4716,Spore Hero,Wii,2009.0,Simulation,Electronic Arts,0.36,0.03,0.0,0.03,0.41,Spore Hero,Wii,61.0,7.1
4742,Call of Duty: Advanced Warfare,PC,2014.0,Shooter,Activision,0.14,0.23,0.0,0.04,0.41,Call of Duty: Advanced Warfare,PC,78.0,4.9
4747,No More Heroes 2: Desperate Struggle,Wii,2010.0,Action,Rising Star Games,0.21,0.12,0.04,0.03,0.41,No More Heroes 2: Desperate Struggle,Wii,84.0,8.8
4752,Marvel: Ultimate Alliance,Wii,2006.0,Role-Playing,Activision,0.37,0.01,0.0,0.03,0.41,Marvel: Ultimate Alliance,Wii,73.0,7.2
4764,Duke Nukem Forever,PC,2011.0,Shooter,Take-Two Interactive,0.18,0.17,0.0,0.06,0.41,Duke Nukem Forever,PC,54.0,5.8
4775,FIFA Soccer 13,PC,2012.0,Action,Electronic Arts,0.02,0.31,0.0,0.07,0.41,FIFA Soccer 13,PC,86.0,6.7
4784,Story of Seasons,3DS,2014.0,Simulation,Nintendo,0.0,0.13,0.26,0.01,0.4,Story of Seasons,3DS,76.0,8.0
4787,Super Monkey Ball: Step & Roll,Wii,2010.0,Action,Sega,0.17,0.2,0.0,0.04,0.4,Super Monkey Ball: Step & Roll,Wii,59.0,6.8
4793,LEGO Harry Potter: Years 5-7,3DS,,Action,Warner Bros. Interactive Entertainment,0.18,0.19,0.0,0.04,0.4,LEGO Harry Potter: Years 5-7,3DS,71.0,6.8
4806,Advance Wars: Dual Strike,DS,2005.0,Strategy,Nintendo,0.3,0.03,0.04,0.03,0.4,Advance Wars: Dual Strike,DS,90.0,8.8
4807,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009.0,Action,Konami Digital Entertainment,0.27,0.01,0.09,0.03,0.4,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,73.0,7.4
4819,TMNT,Wii,2007.0,Action,Ubisoft,0.34,0.03,0.0,0.03,0.4,TMNT,Wii,60.0,5.9
4820,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,2009.0,Action,Square Enix,0.22,0.08,0.08,0.03,0.4,Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,66.0,8.7
4836,Sherlock Holmes: The Mystery of the Mummy,DS,2009.0,Adventure,Focus Home Interactive,0.06,0.3,0.0,0.04,0.4,Sherlock Holmes: The Mystery of the Mummy,DS,57.0,3.4
4841,Mafia II,PC,2010.0,Action,Take-Two Interactive,0.17,0.17,0.0,0.06,0.4,Mafia II,PC,77.0,8.3
4851,Diner Dash: Sizzle & Serve,DS,2007.0,Puzzle,Eidos Interactive,0.34,0.03,0.0,0.03,0.4,Diner Dash: Sizzle & Serve,DS,64.0,7.3
4869,Mass Effect 2,PC,2010.0,Role-Playing,Electronic Arts,0.01,0.32,0.0,0.07,0.4,Mass Effect 2,PC,94.0,8.9
4873,Naruto: Path of the Ninja,DS,2007.0,Role-Playing,D3Publisher,0.37,0.0,0.0,0.03,0.4,Naruto: Path of the Ninja,DS,57.0,7.2
4891,Brunswick Pro Bowling,Wii,2007.0,Sports,505 Games,0.36,0.01,0.0,0.03,0.39,Brunswick Pro Bowling,Wii,52.0,5.4
4899,Naruto: Clash of Ninja Revolution 2,Wii,2008.0,Fighting,Tomy Corporation,0.34,0.02,0.0,0.03,0.39,Naruto: Clash of Ninja Revolution 2,Wii,72.0,8.2
4912,LocoRoco,PSP,2006.0,Platform,Sony Computer Entertainment,0.14,0.05,0.16,0.04,0.39,LocoRoco,PSP,83.0,8.7
4919,Project X Zone,3DS,2012.0,Role-Playing,Namco Bandai Games,0.18,0.04,0.15,0.02,0.39,Project X Zone,3DS,70.0,7.4
4922,Need for Speed: Nitro,DS,2009.0,Racing,Electronic Arts,0.22,0.13,0.0,0.04,0.39,Need for Speed: Nitro,DS,70.0,5.5
4923,Mystery Case Files: The Malgrave Incident,Wii,2011.0,Adventure,Nintendo,0.19,0.17,0.0,0.03,0.39,Mystery Case Files: The Malgrave Incident,Wii,65.0,8.0
4924,Yoshi Touch & Go,DS,2005.0,Platform,Nintendo,0.34,0.02,0.0,0.03,0.39,Yoshi Touch & Go,DS,73.0,6.8
4926,Combat of Giants: Dinosaurs 3D,3DS,2011.0,Strategy,Ubisoft,0.25,0.06,0.05,0.03,0.39,Combat of Giants: Dinosaurs 3D,3DS,44.0,5.3
4928,Age of Empires III,PC,2005.0,Strategy,Microsoft Game Studios,0.0,0.32,0.0,0.07,0.39,Age of Empires III,PC,81.0,7.7
4938,Dawn of Discovery,PC,2009.0,Simulation,Ubisoft,0.0,0.32,0.0,0.07,0.39,Dawn of Discovery,PC,82.0,8.7
4958,Madden NFL Football,3DS,2011.0,Sports,Electronic Arts,0.36,0.01,0.0,0.03,0.39,Madden NFL Football,3DS,49.0,5.1
4971,Samurai Warriors Chronicles,3DS,2011.0,Action,Tecmo Koei,0.12,0.05,0.2,0.01,0.39,Samurai Warriors Chronicles,3DS,61.0,7.7
4993,Fragile Dreams: Farewell Ruins of the Moon,Wii,2009.0,Role-Playing,Rising Star Games,0.17,0.12,0.06,0.03,0.38,Fragile Dreams: Farewell Ruins of the Moon,Wii,67.0,8.3
5001,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,2009.0,Fighting,Namco Bandai Games,0.13,0.04,0.19,0.03,0.38,Naruto Shippuden: Ultimate Ninja Heroes 3,PSP,61.0,6.3
5018,Overlord: Dark Legend,Wii,2009.0,Action,Codemasters,0.12,0.22,0.0,0.04,0.38,Overlord: Dark Legend,Wii,68.0,7.7
5023,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,Capcom,0.0,0.0,0.38,0.0,0.38,Phoenix Wright: Ace Attorney - Dual Destinies,3DS,81.0,8.1
5028,Metal Gear Solid: Snake Eater 3D,3DS,2012.0,Action,Konami Digital Entertainment,0.15,0.11,0.1,0.02,0.38,Metal Gear Solid: Snake Eater 3D,3DS,78.0,7.0
5030,Elite Beat Agents,DS,2006.0,Misc,Nintendo,0.31,0.03,0.0,0.03,0.38,Elite Beat Agents,DS,87.0,8.5
5036,Virtua Tennis 2009,Wii,2009.0,Sports,Sega,0.13,0.21,0.0,0.04,0.38,Virtua Tennis 2009,Wii,73.0,7.3
5042,Iron Man 2,PSP,2010.0,Action,Sega,0.18,0.12,0.0,0.07,0.38,Iron Man 2,PSP,49.0,6.0
5043,DiRT 2,Wii,2009.0,Racing,Codemasters,0.11,0.23,0.0,0.04,0.38,DiRT 2,Wii,51.0,5.4
5046,Guitar Hero On Tour: Modern Hits,DS,2009.0,Misc,Activision,0.13,0.2,0.0,0.04,0.38,Guitar Hero On Tour: Modern Hits,DS,70.0,6.8
5051,Tiger Woods PGA Tour 08,PSP,2007.0,Sports,Electronic Arts,0.14,0.15,0.0,0.09,0.38,Tiger Woods PGA Tour 08,PSP,72.0,
5059,Saints Row: The Third,PC,2011.0,Action,THQ,0.16,0.16,0.0,0.06,0.38,Saints Row: The Third,PC,84.0,8.1
5065,Green Day: Rock Band,Wii,2010.0,Misc,MTV Games,0.22,0.12,0.0,0.03,0.38,Green Day: Rock Band,Wii,76.0,8.3
5073,Need for Speed: Hot Pursuit,PC,2010.0,Racing,Electronic Arts,0.12,0.2,0.0,0.06,0.38,Need for Speed: Hot Pursuit,PC,86.0,7.0
5074,The Legend of Spyro: A New Beginning,DS,2006.0,Platform,Vivendi Games,0.34,0.01,0.0,0.03,0.38,The Legend of Spyro: A New Beginning,DS,68.0,5.9
5075,Pro Evolution Soccer 2011 3D,3DS,2011.0,Sports,Konami Digital Entertainment,0.11,0.13,0.11,0.02,0.38,Pro Evolution Soccer 2011 3D,3DS,73.0,6.7
5076,Shin Megami Tensei: Devil Survivor Overclocked,3DS,2011.0,Role-Playing,Ghostlight,0.28,0.01,0.06,0.02,0.38,Shin Megami Tensei: Devil Survivor Overclocked,3DS,78.0,5.4
5077,Dragon Ball Z: Attack of the Saiyans,DS,2009.0,Role-Playing,Namco Bandai Games,0.13,0.02,0.21,0.01,0.38,Dragon Ball Z: Attack of the Saiyans,DS,73.0,8.0
5078,Marvel Super Hero Squad,Wii,2009.0,Fighting,THQ,0.31,0.03,0.0,0.03,0.38,Marvel Super Hero Squad,Wii,49.0,6.1
5090,Naruto Shippuden: Ninja Destiny 2,DS,2008.0,Fighting,Takara Tomy,0.19,0.03,0.13,0.02,0.37,Naruto Shippuden: Ninja Destiny 2,DS,55.0,5.2
5105,Mini Ninjas,Wii,2009.0,Action,Eidos Interactive,0.17,0.17,0.0,0.04,0.37,Mini Ninjas,Wii,79.0,8.3
5106,Tom Clancy's The Division,PC,2016.0,Shooter,Ubisoft,0.2,0.14,0.0,0.03,0.37,Tom Clancy's The Division,PC,79.0,6.0
5113,Prince of Persia: The Forgotten Sands,PSP,2010.0,Action,Ubisoft,0.09,0.18,0.01,0.1,0.37,Prince of Persia: The Forgotten Sands,PSP,65.0,7.1
5119,Tiger Woods PGA Tour 12: The Masters,Wii,2011.0,Sports,Electronic Arts,0.21,0.13,0.0,0.03,0.37,Tiger Woods PGA Tour 12: The Masters,Wii,85.0,6.1
5133,Harry Potter and the Order of the Phoenix,PSP,2007.0,Action,Electronic Arts,0.1,0.17,0.0,0.1,0.37,Harry Potter and the Order of the Phoenix,PSP,52.0,7.5
5142,Marvel: Ultimate Alliance,PSP,2006.0,Role-Playing,Activision,0.33,0.0,0.0,0.03,0.37,Marvel: Ultimate Alliance,PSP,81.0,8.2
5143,NFL Street 2 Unleashed,PSP,2005.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,NFL Street 2 Unleashed,PSP,73.0,7.3
5147,Theatrhythm Final Fantasy: Curtain Call,3DS,2014.0,Misc,Square Enix,0.13,0.08,0.15,0.02,0.37,Theatrhythm Final Fantasy: Curtain Call,3DS,83.0,8.2
5148,Trauma Center: Under the Knife,DS,2005.0,Simulation,Nintendo,0.3,0.01,0.02,0.03,0.37,Trauma Center: Under the Knife,DS,81.0,8.1
5152,Sid Meier's Civilization: Beyond Earth,PC,2014.0,Strategy,Take-Two Interactive,0.11,0.22,0.0,0.03,0.37,Sid Meier's Civilization: Beyond Earth,PC,81.0,5.5
5153,Need for Speed: The Run,PC,2011.0,Action,Electronic Arts,0.09,0.21,0.0,0.07,0.37,Need for Speed: The Run,PC,69.0,6.1
5160,Left 4 Dead 2,PC,2009.0,Shooter,Valve Software,0.0,0.32,0.0,0.04,0.37,Left 4 Dead 2,PC,89.0,8.4
5162,NCAA Football 07,PSP,2006.0,Sports,Electronic Arts,0.34,0.0,0.0,0.03,0.37,NCAA Football 07,PSP,75.0,7.9
5173,Bejeweled 3,DS,,Puzzle,Unknown,0.32,0.02,0.0,0.03,0.36,Bejeweled 3,DS,75.0,7.9
5182,Valkyrie Profile: Lenneth,PSP,2006.0,Role-Playing,Square Enix,0.17,0.01,0.16,0.02,0.36,Valkyrie Profile: Lenneth,PSP,80.0,8.0
5186,LocoRoco 2,PSP,2008.0,Platform,Sony Computer Entertainment,0.21,0.09,0.01,0.05,0.36,LocoRoco 2,PSP,85.0,7.9
5200,NHL 2K10,Wii,2009.0,Sports,Take-Two Interactive,0.33,0.01,0.0,0.03,0.36,NHL 2K10,Wii,79.0,6.7
5223,Teenage Mutant Ninja Turtles: Smash-Up,Wii,2009.0,Fighting,Ubisoft,0.33,0.0,0.0,0.03,0.36,Teenage Mutant Ninja Turtles: Smash-Up,Wii,67.0,8.2
5229,Worms: Open Warfare 2,DS,2007.0,Strategy,THQ,0.07,0.25,0.0,0.04,0.36,Worms: Open Warfare 2,DS,81.0,8.1
5243,Chicken Shoot,Wii,2007.0,Action,Zoo Digital Publishing,0.33,0.01,0.0,0.02,0.36,Chicken Shoot,Wii,27.0,5.3
5244,Company of Heroes 2,PC,2013.0,Strategy,THQ,0.06,0.25,0.0,0.05,0.36,Company of Heroes 2,PC,80.0,2.2
5256,Mega Man Zero Collection,DS,2010.0,Platform,Capcom,0.21,0.02,0.11,0.02,0.36,Mega Man Zero Collection,DS,78.0,8.8
5260,Football Manager Handheld 2010,PSP,2009.0,Sports,Sega,0.0,0.26,0.0,0.09,0.36,Football Manager Handheld 2010,PSP,69.0,6.6
5268,Trauma Center: Second Opinion,Wii,2006.0,Simulation,Nintendo,0.28,0.02,0.03,0.03,0.35,Trauma Center: Second Opinion,Wii,80.0,7.9
5276,Battalion Wars 2,Wii,2007.0,Strategy,Nintendo,0.22,0.03,0.08,0.02,0.35,Battalion Wars 2,Wii,75.0,8.0
5289,Fossil Fighters: Frontier,3DS,2014.0,Role-Playing,Nintendo,0.08,0.04,0.23,0.01,0.35,Fossil Fighters: Frontier,3DS,57.0,5.3
5292,Mini Ninjas,DS,2009.0,Action,Eidos Interactive,0.17,0.15,0.0,0.04,0.35,Mini Ninjas,DS,61.0,7.6
5301,SimCity Creator,DS,2008.0,Simulation,Electronic Arts,0.3,0.03,0.0,0.03,0.35,SimCity Creator,DS,69.0,7.2
5305,Mega Man ZX Advent,DS,2007.0,Platform,Capcom,0.23,0.0,0.09,0.02,0.35,Mega Man ZX Advent,DS,78.0,8.8
5343,MLB 06: The Show,PSP,2006.0,Sports,Sony Computer Entertainment,0.32,0.0,0.0,0.03,0.35,MLB 06: The Show,PSP,83.0,8.1
5346,Naruto Shippuden: Ultimate Ninja Impact,PSP,2011.0,Fighting,Namco Bandai Games,0.09,0.07,0.15,0.04,0.35,Naruto Shippuden: Ultimate Ninja Impact,PSP,59.0,7.3
5361,Etrian Odyssey,DS,2007.0,Role-Playing,Nintendo,0.2,0.03,0.09,0.02,0.34,Etrian Odyssey,DS,75.0,8.4
5371,Iron Man 2,DS,2010.0,Action,Sega,0.15,0.16,0.0,0.03,0.34,Iron Man 2,DS,54.0,6.4
5378,Radiant Historia,DS,2010.0,Role-Playing,Atlus,0.24,0.0,0.09,0.02,0.34,Radiant Historia,DS,85.0,8.6
5399,Tom Clancy's Ghost Recon: Shadow Wars,3DS,2011.0,Strategy,Ubisoft,0.22,0.09,0.0,0.03,0.34,Tom Clancy's Ghost Recon: Shadow Wars,3DS,77.0,7.9
5401,MX vs. ATV Untamed,Wii,2008.0,Racing,THQ,0.29,0.03,0.0,0.03,0.34,MX vs. ATV Untamed,Wii,70.0,8.3
5412,Puzzle Quest: Challenge of the Warlords,DS,2007.0,Puzzle,D3Publisher,0.28,0.01,0.03,0.02,0.34,Puzzle Quest: Challenge of the Warlords,DS,82.0,8.3
5413,Star Ocean: Second Evolution,PSP,2008.0,Role-Playing,Square Enix,0.14,0.02,0.16,0.02,0.34,Star Ocean: Second Evolution,PSP,75.0,7.8
5436,Avatar: The Last Airbender,DS,2006.0,Adventure,THQ,0.3,0.01,0.0,0.03,0.34,Avatar: The Last Airbender,DS,64.0,6.8
5448,Pandora's Tower,Wii,2011.0,Role-Playing,Nintendo,0.13,0.1,0.08,0.03,0.33,Pandora's Tower,Wii,73.0,8.1
5456,Street Fighter Alpha 3 MAX,PSP,2006.0,Fighting,Capcom,0.27,0.01,0.02,0.03,0.33,Street Fighter Alpha 3 MAX,PSP,80.0,8.4
5462,Iron Man 2,Wii,2010.0,Action,Sega,0.15,0.15,0.0,0.03,0.33,Iron Man 2,Wii,41.0,4.3
5463,Ape Escape Academy,PSP,2004.0,Misc,Sony Computer Entertainment,0.13,0.15,0.0,0.05,0.33,Ape Escape Academy,PSP,51.0,6.1
5466,Marvel: Ultimate Alliance 2,Wii,2009.0,Role-Playing,Activision,0.26,0.05,0.0,0.03,0.33,Marvel: Ultimate Alliance 2,Wii,50.0,5.5
5469,Planet Puzzle League,DS,2007.0,Puzzle,Nintendo,0.14,0.01,0.16,0.01,0.33,Planet Puzzle League,DS,86.0,7.9
5481,Jeanne d'Arc,PSP,2006.0,Role-Playing,Sony Computer Entertainment,0.21,0.0,0.1,0.02,0.33,Jeanne d'Arc,PSP,87.0,8.3
5487,Medal of Honor: Warfighter,PC,2012.0,Action,Electronic Arts,0.14,0.15,0.0,0.04,0.33,Medal of Honor: Warfighter,PC,55.0,5.5
5497,Night at the Museum: Battle of the Smithsonian,Wii,2009.0,Action,Majesco Entertainment,0.17,0.13,0.0,0.03,0.33,Night at the Museum: Battle of the Smithsonian,Wii,54.0,6.8
